Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Components,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affected services),Custom field (Allocation),Custom field (App Version),Custom field (Approvals),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Category),Custom field (Category),Custom field (Countermeasure),Custom field (Custom1),Custom field (Date),Custom field (Defect Group),Custom field (Department_whom ),Custom field (Design),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Failure location),Custom field (Gating Stage),Custom field (Issue color),Custom field (Location),Custom field (Locked forms),Custom field (Model),Custom field (Open forms),Custom field (Opportunity value),Custom field (Parts number),Custom field (Progress),Custom field (QE),Custom field (RD Analysis),Custom field (Rank),Custom field (Recovery Method),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Resolve Date),Custom field (Resolver),Custom field (Rework Request form),Satisfaction rating,Custom field (Satisfaction date),Custom field (Serial Number),Custom field (Severity),Custom field (Software Version),Custom field (Stage),Custom field (Start date),Custom field (Status),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (VendorCR),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (responsible),Custom field (uuid),Comment,Comment,Comment,Comment,Status Category,Status Category Changed
[XG32WCMS]繁體中文下，OSD選單中，影像->濾藍光->(這部分選單亂碼),MONMTK-594,123568,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,05/Feb/24 2:48 PM,06/Mar/24 11:22 AM,20/Mar/24 6:10 PM,05/Mar/24 3:36 PM,XG32WCMS,,0,,"Phenomenon:
        繁體中文下，OSD選單中，影像->濾藍光->(這部分選單亂碼)

Setup:

        FW:MCE007
        HDMI/DP/TypeC QHD@60

Procedures: 
        [Step1]打開OSD選單，System Setup->Language->繁體中文。
        [Step2]影像->濾藍光->(這部分選單亂碼)。



Expected Result: 
繁體中文，此選單應該不為亂碼並正常顯示。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,05/Feb/24 2:40 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;濾藍光選單亂碼.jpg;https://amtran.atlassian.net/rest/api/3/attachment/content/108743,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3c3225f3,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bv8n:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_2508472897_*|*_5_*:*_1_*:*_0,,,05/Mar/24 3:36 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE012已解決,,,,Done,05/Mar/24 3:36 PM
"[XG32WCMS] 切換到越南文時,調整Display Color Space時，選單內有空格",MONMTK-593,123567,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,05/Feb/24 2:34 PM,06/Mar/24 11:13 AM,20/Mar/24 6:10 PM,06/Mar/24 10:56 AM,XG32WCMS,,0,,"Phenomenon:
        切換到越南文時,調整Display Color Space時，選單內有空格。

Setup:

        FW:MCE007
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，System Setup->Language->越南文。
        [Step2]打開OSD選單->Color->Display Color Space。

Expected Result: 
選單不該有空格的選項。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,05/Feb/24 2:27 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;越南文選單有空格.png;https://amtran.atlassian.net/rest/api/3/attachment/content/108742,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5fde9c71,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bv8f:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_2578905977_*|*_5_*:*_1_*:*_0,,,06/Mar/24 10:56 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE012已解決,,,,Done,06/Mar/24 10:56 AM
[XG32WCMS]右鍵快捷鍵選單的Crosshair內容符號位置顏色有問題,MONMTK-592,123565,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,05/Feb/24 1:32 PM,06/Mar/24 11:11 AM,20/Mar/24 6:10 PM,21/Feb/24 10:59 AM,XG32WCMS,,0,,"Phenomenon:
        右鍵快捷鍵選單的Crosshair內容符號位置顏色有問題。

Setup:

        FW:MCE007
HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]右鍵(快捷鍵)->Crosshair。


Expected Result: 
快捷鍵選單進入Crosshair後，下面三項需改正

1.Dynamic Crosshair位置沒有向左靠齊
2.OFF左側沒有禁止圖標
3.準心沒有顏色



*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@45d686f6,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bv7z:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_1373236978_*|*_5_*:*_1_*:*_0,,,21/Feb/24 10:59 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;2024/02/19版本已解決,,,,Done,21/Feb/24 10:59 AM
[XG32WCMS] 繁體中文和簡體中文，OSD選單的，遊戲->GamePlus->十字瞄準線的瞄字錯誤,MONMTK-591,123564,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,05/Feb/24 1:11 PM,06/Mar/24 11:23 AM,20/Mar/24 6:10 PM,05/Mar/24 3:36 PM,XG32WCMS,,0,,"Phenomenon:
        繁體中文和簡體中文，OSD選單的，遊戲->GamePlus->十字瞄準線的瞄字錯誤

Setup:

        FW:MCE007
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，System Setup->Language->繁體中文 或 簡體中文
        [Step2]遊戲->GamePlus->十字瞄準線。



Expected Result: 
十字瞄準線的瞄字錯誤，需要修改。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7b19cc1d,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bv7r:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_2_*:*_2514201221_*|*_3_*:*_1_*:*_53599_*|*_5_*:*_1_*:*_0,,,05/Mar/24 3:36 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE012已解決,,,,Done,05/Mar/24 3:36 PM
[XG32WCMS] 繁中語言中，在OSD選單中出現日文，遊戲->可變更新率->サポート(支援的日文)。,MONMTK-590,123562,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,05/Feb/24 11:36 AM,06/Mar/24 11:10 AM,20/Mar/24 6:10 PM,20/Feb/24 1:35 PM,XG32WCMS,,0,,"Phenomenon:
        繁中語言中，在OSD選單中出現日文，遊戲->可變更新率->サポート(支援的日文)

Setup:

        FW:MCE007
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，System Setup->Language->繁體中文
        [Step2]遊戲->可變更新率->サポート。

        另有測試設定日文語言時，此項目會顯示韓文，都是語言選單的下一個語言。

Expected Result: 
應該顯示對應語言

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@472277bf,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bv7b:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_1303151342_*|*_5_*:*_1_*:*_0,,,20/Feb/24 1:35 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;2024/02/19版本已解決,,,,Done,20/Feb/24 1:35 PM
[XG32WCMS] 在HDMI source 下，插拔type c 信號時沒有跳出INPUT MINI OSD選單,MONMTK-589,123561,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,05/Feb/24 11:10 AM,06/Mar/24 11:22 AM,20/Mar/24 6:10 PM,29/Feb/24 6:17 PM,XG32WCMS,,0,,"Phenomenon:
        在HDMI source 下，插拔type c 信號時沒有跳出INPUT MINI OSD選單。

Setup:

        FW:MCE007
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]HDMI和TYPEC同時都有接source 。
        [Step2]插拔type c。

Expected Result: 
插入type c 信號時，應該有INPUT MINI OSD選單出現。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,05/Feb/24 11:11 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;TYPE C插入時沒顯示OSD選單.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/108738,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1b435cbd,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bv73:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-02-29 10:17:38.361,1_*:*_1_*:*_2099230684_*|*_5_*:*_1_*:*_0,,,29/Feb/24 6:17 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;MCE011 fix,,,,Done,29/Feb/24 6:17 PM
[XG32WCMS][OSD]選擇簡體中文後，图像->画面控制->16:9->全屏幕的選單亂碼,MONMTK-588,123556,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,05/Feb/24 9:08 AM,06/Mar/24 11:21 AM,20/Mar/24 6:10 PM,05/Mar/24 3:34 PM,XG32WCMS,,0,,"Phenomenon:
        選擇簡體中文後，图像->画面控制->16:9->全屏幕的選單亂碼。

Setup:

        FW:MCE007
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，System Setup->Language->简体中文
        [Step2]打開OSD選單图像->画面控制->16:9->全屏幕。

Expected Result: 
選單不該應該出現亂碼。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,05/Feb/24 9:09 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;選單亂碼.jpg;https://amtran.atlassian.net/rest/api/3/attachment/content/108727,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@305566b0,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bv5z:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_2528751529_*|*_5_*:*_1_*:*_0,,,05/Mar/24 3:34 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE012已解決,,,,Done,05/Mar/24 3:34 PM
"[XG32WCMS][SYS] AMD Redeon RX6900 顯卡在DP source下開大風車""FreeSync時，FPS Counter數值不會動",MONMTK-587,123538,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,02/Feb/24 5:30 PM,26/Feb/24 2:10 PM,20/Mar/24 6:10 PM,26/Feb/24 2:10 PM,XG32WCMS,,0,,"Phenomenon:
        AMD Redeon RX6900 顯卡在DP source下開大風車""FreeSync時，FPS Counter數值不會動。

Setup:
        FW:MCE007
        DP@120
        DP@280
        
Procedures: 
        [Step1]打開OSD選單，Gaming->FPS Counter->Number
        [Step2]打開大風車”FreeSync”。

Expected Result: 
FPS Counter數值應該與實際狀況變動。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1da6524a,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bv1z:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-02-26 06:10:13.649,1_*:*_1_*:*_2061555151_*|*_5_*:*_1_*:*_0,,,26/Feb/24 2:10 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0222 patch fix,,,,Done,26/Feb/24 2:10 PM
[XG32WCMS][OSD] Blue Light Filter選擇後，OSD選單反應較慢。,MONMTK-586,123534,Bug,Reopened,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,,stan_chang,61825a23702bd0006a50d648,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,02/Feb/24 3:14 PM,19/Mar/24 6:58 PM,20/Mar/24 6:10 PM,,XG32WCMS,,0,,"Phenomenon:
        Blue Light Filter選擇後，OSD選單反應較慢。

Setup:
        FW:MCE007
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，Image->Blue Light Filter-
        [Step2]Level 1 ~Level 4之間切換，明顯在畫面改變後一會才改變OSD選單。

Expected Result: 
選單切換反映應該不能相差太久。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,02/Feb/24 3:15 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;OSD選單反應慢.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/108682,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@11a496df,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bv13:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,https://amtran.atlassian.net/browse/XG32WCMS63-34,,,,,,18/Mar/24 4:02 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE014中Blue Light Filter切換反應還是很慢。,19/Mar/24 6:58 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MTK架構問題，需請ASUS確認是否可接受。,,,To Do,18/Mar/24 4:01 PM
[XG32WCMS] ShortCut選項只需要圖檔即可，不用文字,MONMTK-585,123533,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,02/Feb/24 2:58 PM,06/Mar/24 12:56 PM,20/Mar/24 6:10 PM,05/Mar/24 3:26 PM,XG32WCMS,,0,,"現象：ShortCut選項只需要圖檔即可，不用文字

手法：
    1. My Favorite > ShortCut > items
    2. ASUS 說不需要ShortCut1/2/3/4，只要留下圖檔即可",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@798ee006,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bv0v:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-03-05 07:26:31.446,1_*:*_1_*:*_2766461317_*|*_5_*:*_1_*:*_0,,,05/Mar/24 3:26 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE012已解決,,,,Done,05/Mar/24 3:26 PM
[XG32WCMS][OSD] 當在無訊號源並開啟OSD選單時，選單上部分字有切斷，頻率會隨機顯示不同數值。,MONMTK-584,123532,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,02/Feb/24 1:52 PM,06/Mar/24 11:11 AM,20/Mar/24 6:10 PM,20/Feb/24 1:54 PM,XG32WCMS,,0,,"Phenomenon:
        當在無訊號源並開啟OSD選單時，選單上部分字有切斷，頻率會隨機顯示不同數值。

Setup:
        FW:MCE007
               
Procedures: 
        [Step1]移除所有訊號來源。
        [Step2]開啟OSD選單。


Expected Result: 
選單上的字應該正常顯示。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,02/Feb/24 1:54 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;1.jpg;https://amtran.atlassian.net/rest/api/3/attachment/content/108681,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@51aba2a,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bv0n:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_1555266035_*|*_5_*:*_1_*:*_0,,,20/Feb/24 1:54 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;2024/02/19版本已解決,,,,Done,20/Feb/24 1:54 PM
[XG32WCMS][OSD]Reset之後，會出現兩次power setting 提示視窗。,MONMTK-583,123531,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,02/Feb/24 11:24 AM,06/Mar/24 11:12 AM,20/Mar/24 6:10 PM,21/Feb/24 11:05 AM,XG32WCMS,,0,,"Phenomenon:
        Reset之後，會出現兩次power setting 提示視窗。

Setup:
        FW:MCE007
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，System Setup->All Reset->YES。
        [Step2]power setting 提示視窗彈出後，選擇YES。
        [Step3]power setting 提示視窗彈會再次出現。

Expected Result: 
應該只有一次提示視窗。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,02/Feb/24 11:26 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;Reset.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/108679,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@60a4c7b6,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bv0f:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_1640450676_*|*_5_*:*_1_*:*_0,,,21/Feb/24 11:05 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;2024/02/19版本已解決,,,,Done,21/Feb/24 11:05 AM
[XG32WCMS] Racing mode 下 VividPixel /ASCR/Saturation目前是反灰狀態,MONMTK-582,123511,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,01/Feb/24 6:33 PM,26/Feb/24 2:10 PM,20/Mar/24 6:10 PM,26/Feb/24 2:10 PM,XG32WCMS,,0,,"現象：Racing mode 下 VividPixel /ASCR/Saturation目前是反灰狀態

手法：
    1. GameVisual > Racing Mode
    2.  VividPixel /ASCR/Saturation目前是反灰狀態 ({color:#ff5630}NG{color})",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5583b713,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0buvz:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_2144204927_*|*_5_*:*_1_*:*_0,,,26/Feb/24 2:10 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0222 patch fix,,,,Done,26/Feb/24 2:10 PM
[XG32WCMS] Aspect Control-16:9 中，開啟Pixel by Pixel之後點選Full會出現亂碼。,MONMTK-581,123510,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,01/Feb/24 5:47 PM,02/Feb/24 9:11 AM,20/Mar/24 6:10 PM,01/Feb/24 9:48 PM,XG32WCMS,,0,,"Phenomenon:
        Image->Aspect Control->16:9 中，開啟Pixel by Pixel之後點選Full會出現亂碼。

Setup:
        FW:MCE006
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單， Image->Aspect Control->16:9->Pixel by Pixel
        [Step2]打開OSD選單， Image->Aspect Control->16:9->Full

Expected Result: 
開啟Pixel by Pixel之後點選Full不該出現亂碼。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,01/Feb/24 5:48 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;3.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/108654,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1f24ca3d,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0buvr:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-02-01 13:48:29.281,1_*:*_1_*:*_14459421_*|*_5_*:*_1_*:*_0,,,01/Feb/24 9:48 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;new patch fix.,02/Feb/24 9:11 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE007已解決，驗證OK,,,Done,01/Feb/24 9:48 PM
[XG32WCMS] 無法開啟PIP,MONMTK-580,123509,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,01/Feb/24 5:17 PM,06/Mar/24 12:57 PM,20/Mar/24 6:10 PM,20/Feb/24 5:34 PM,XG32WCMS,,0,,"現象：無法開啟PIP

手法：
    1. 當前source設定為DP/HDMI都可
    2. 先將PIPPBP off
    3. 先將VRR ON
    4. 做Reset > Power Setting Yes
    5. 開啟PIP子母畫面的選項，無法開啟PIP (NG)
    6. 開啟PBP，可以開成功
    7. 開完PBP再開PIP可以開成功",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4f3fe819,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0buvj:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-02-20 09:34:05.468,1_*:*_1_*:*_1642582279_*|*_5_*:*_1_*:*_0,,,20/Feb/24 5:34 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;2024/02/19版本已解決,,,,Done,20/Feb/24 5:34 PM
